Cuquío,El Salto,Guadalajara,Ixtlahuacán de los Membrillos,Ixtlahuacán del Río,Juanacatlán,San Cristóbal de la Barranca,Tlaquepaque,Tlajomulco de Zúñiga,Tonalá,Zapopan,Zapotlanejo
0.0,0.0,1.6854032336418612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880838635317776,0.0
0.0,0.0,1.2229601050322036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6491902247121344,0.0
0.0,0.0,1.3286307285644878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.1050773433819945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9309818957484228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.1230892710615892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2122341835168781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877278118108596,0.0
0.0,0.0,0.4596335488262013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.006250770594177,0.0,0.0,0.0,0.0,0.1352069055793497,0.0,0.0,1.2490906605864058,0.0
0.0,0.0,0.803500503835538,0.0,0.0,0.0,0.0,0.9085720412276166,0.0,0.0,0.4020521144972346,0.0
0.0,0.0,0.8511834475414152,0.0,0.0,0.0,0.0,0.8112955781179207,0.3330755257202809,1.665393651912643,0.4109380489118474,6.165427604593929
0.0,0.0,0.5964446204899444,0.0,0.0,0.0,0.0,0.2470320184578711,0.5461409281931302,0.8523089144825908,0.714607125223738,17.143612362844628
0.0,0.0,2.349266315214306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2235379606824509,0.0,0.0,0.0,0.0,0.0433318973508555,0.5268923248498198,0.0,1.6740659688807291,0.7933137617099881
0.0,0.0,2.6514091137801903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.813701827912572,0.0,0.0,0.0,0.0,0.0342212681577863,0.0,0.3092311802876497,0.7599667867918588,0.0
0.0,0.0,1.5454299469423816,0.0,0.0,0.0,0.0,0.1224597099045918,0.0,0.0,0.1854489656627824,0.0
0.0,0.0,2.3857839798304386,0.0,0.0,0.0,0.0,0.0317449797442165,0.0,1.7670260218580744,0.4370323225742458,0.0
0.0,0.0,1.356619166578609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.3952391354939087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041237723426422,0.0
0.0,0.0,2.055288136608376,0.0,0.0,0.0,0.0,0.2393166879834833,0.0,0.93154714075673,0.0,0.0
0.0,0.0,1.1115336172245494,0.0,0.0,0.0,0.0,0.46669965024686,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7440489633538383,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3493272464532797,0.4335162434030102,0.0,2.577694135661583,0.0,0.0,0.855769628554315,0.2903743547806114,2.2160811237465743,0.9715667323219096,0.0
0.0,0.0,0.5608057610103594,0.0,0.0,0.0,0.0,3.438566604362684,0.0,1.306494864911314,1.017861936535499,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1630156387091954,0.0,0.0,0.0,0.0,1.810023611912697,0.0,7.483769388634201,0.881265745918181,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6743598751373906,0.0
0.0,0.0,0.1366193476020483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777393331340947,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.260404657568245,0.7314681363166226,0.0,0.0,0.0,0.0,1.4437739936297995,0.3083897908603755,0.4489402417406853,1.3936621690090705,0.0
0.0,0.0,0.8598514381841331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.660453065652696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413747946651404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4341204266038242,5.13419966099036,2.680064569877485,0.4064036855405668,0.0
0.0,0.0,2.584013189296481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3564248671411327,1.2802938051774175,0.0,0.0,0.0,0.0,0.0,0.4761595384590975,0.1789457519784297,0.0,0.4316107080416267
0.0,0.0,2.659948273566922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.769720364169724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2326495891142044,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7823814799460032,0.0,0.0,0.0,0.0
0.0,0.0,0.2250115289071024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8768856974792238,0.0
0.0,0.0,0.2433248136615196,0.0,0.0,0.0,0.0,0.0,4.56483951980278,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3337276892922807,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0508454096814823,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6943368663691332,0.9667155622818964,0.0,0.0,0.0,0.0,0.0,1.1383243774584495,0.0,0.0,0.0
0.0,0.0,1.6047606356491295,0.0,0.0,0.0,0.0,1.5746665229292978,0.0,0.4760913393424427,0.0,0.0
0.0,0.0,1.4664583740413897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.2202291253538269,0.0,0.0,0.0,0.0,1.165755849282056,0.0,0.1186592516354017,0.2305880876569931,0.0
0.0,0.0,0.4347955648895823,0.0,0.0,0.0,0.0,0.176920435163669,0.0,0.268580488446821,3.961425545228406,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6693105310482237,0.5007656426188488,0.0,0.0,0.0,0.0,2.251828929590781,0.0,0.0,0.0,0.0
0.0,0.0,0.6962513857862671,0.0,0.0,0.0,0.0,0.3152880590827177,0.0,0.0,1.024855065215795,0.0
0.0,0.893688114390329,0.8092397698031155,0.0,0.0,0.0,0.0,2.0587172306763715,0.9758634556979684,0.2519745381602875,0.8900518407650351,0.0
0.0,0.0,0.726814378469474,0.0,0.0,0.0,0.0,2.4877791273489644,0.0,0.0,1.3619561527826431,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8607127762809377,0.0
0.0,0.0,0.7518133369221408,0.0,0.0,0.0,0.0,0.0,0.0,0.8210064086162424,0.6849776765508442,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158635694495557,0.0
0.0,0.0,0.5470329457105546,0.0,0.0,0.0,0.0,3.5755185448103064,6.970683108528539,0.0,0.4711159496079379,0.0
0.0,0.0,1.2163315975793396,0.0,0.0,0.0,0.0,0.8294365206532572,0.2640035512647323,4.352638774853975,1.869909150500746,0.0
0.0,0.0,0.2941554535486309,0.0,0.0,0.0,0.0,0.1525908800617035,0.0,0.0,0.3348014109210606,0.0
0.0,4.634383274739605,0.7231734368760069,0.0,0.0,0.0,0.0,0.9519329012114754,1.6225186455123977,0.2783724854214447,1.3286338360250836,0.0
0.0,0.960952679512677,0.2172271289958516,0.0,0.0,0.0,0.0,2.102890462847274,0.260302305084359,0.4827278115511371,2.760827019704672,0.0
0.0,0.0,0.6763604989913425,0.0,0.0,0.0,0.0,3.0270568507618085,3.346755441072268,0.0,1.1277214206241128,0.0
0.0,0.0,0.8032319990723515,0.0,0.0,0.0,0.0,0.574810883225635,0.0,0.0,2.1761868419612225,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1676131788822992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.094046906538261,0.0,0.0,0.0,0.0,3.1804368677613604,0.0,0.0,0.5322381281269014,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0152413578206375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9027703231499856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.171690588155517,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8169036408792127,0.0
0.0,0.0,0.2764102874640325,0.0,0.0,0.0,0.0,4.708428304012393,0.0,19.586690540496832,0.0,0.0
0.0,0.0,0.9143572190386294,0.0,0.0,0.0,0.0,0.0,0.0,7.552366560999196,0.658554565563858,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3844834322701278,0.0,0.0,0.0,0.0,0.0,2.9638378331473123,0.0,1.298909077679406,0.0
0.0,0.3704268739960106,0.0,0.0,0.0,0.0,0.0,2.8279419386141105,0.3819682529183728,1.3663004733500577,1.3058917738454578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.827265545330509,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720420008258227,0.0,23.505714371084085,0.076130286951047,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.59217236448607,0.0,0.0,0.0,0.0,0.0,0.0,1.6494742010256709,1.9595071565081896,0.8444332576373945,3.4029076888131917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.918482439647675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0947988225277472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737758775148893,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9849649729557332,0.0,0.0,0.0,0.0,0.7185136040320438,0.0,0.0,0.2170691420643138,0.0
0.0,0.0,0.2005862632525875,0.0,0.0,0.0,0.0,2.4240999952425346,0.0,0.0,0.0,0.0
0.0,0.0,0.32231730372062,0.0,0.0,0.0,0.0,0.4366780353186994,0.0,0.0,1.288626598897874,0.0
0.0,0.0,0.1807251507532886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.9615627515160552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.1746431171005867,0.4084380800746936,0.0,0.0,0.0,0.0,1.0802198842436297,6.849841202509489,0.9884456166836326,0.869925929334675,0.0
